Code Ouvrage,Référence ouvrage,Métier,Prestation,Type de Toit,Nom de l'ouvrage,Chapitre de l'ouvrage (Dépose/Préparation du Support/ Pose ….),Texte de la ligne/ Texte commercial (rtf),Texte de la ligne/ Texte commercial (converti),Commentaire Technique/ Texte Chargé d'affaires (rtf),Commentaire Technique/ Texte Chargé d'affaires (converti),Unité de l'ouvrage,Code Article,Référence article,Désignation matériaux,Unité Article,Qté,Prix d'achat
13,AB719,Maintenance,Réparation,Tous les toits,Remplacement d'un col de Cygne Zinc 80,,,,,,,22290,R1624,"TUYAU ZINC NATUREL VM TRONCONIQUE SOUDE Ø 80 0,65MM 2ML",ml,1,7.91
13,AB719,Maintenance,Réparation,Tous les toits,Remplacement d'un col de Cygne Zinc 80,,,,,,,25517,R34481,COUDE ZINC NATUREL VM A 72° P.TUYAU CYLINDRIQUE SOUDE  B.A B. Ø80MM,u,2,12.1
13,AB719,Maintenance,Réparation,Tous les toits,Remplacement d'un col de Cygne Zinc 80,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
13,AB719,Maintenance,Réparation,Tous les toits,Remplacement d'un col de Cygne Zinc 80,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
14,AB8111,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 80,Dépose,Dépose du dévoiement existant y compris tous accessoires,Dépose du dévoiement existant y compris tous accessoires,,,un,,,,,0,0
14,AB8111,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 80,,,,Dépose du dévoiement existant y compris tous accessoires,Dépose du dévoiement existant y compris tous accessoires,,,,,,0,0
14,AB8111,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 80,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.25,27.5
14,AB8111,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 80,Pose,"Fourniture et pose d'un dévoiement PVC Ø80 compris jeu de coudes, encollage et raccordement à la descente","Fourniture et pose d'un dévoiement PVC Ø80 compris jeu de coudes, encollage et raccordement à la descente",,,un,,,,,0,0
14,AB8111,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 80,,,,"Fourniture et pose d'un dévoiement PVC Ø80 compris jeu de coudes, encollage et raccordement à la descente","Fourniture et pose d'un dévoiement PVC Ø80 compris jeu de coudes, encollage et raccordement à la descente",,,,,,0,0
14,AB8111,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 80,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.25,27.5
14,AB8111,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 80,,,,,,,25963,R37140,COUDE 45° MALE/FEM - TUYAU DESCENTE Ø80MM SABLE,u,2,13.74
14,AB8111,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 80,,,,,,,17718,R123627,SANIPLAS PA - BOITE DE COLLE PVC 1L 020403,u,0.05,0.7125
14,AB8111,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 80,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
15,AB8112,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 100,Dépose,Dépose du dévoiement existant y compris tous accessoires,Dépose du dévoiement existant y compris tous accessoires,,,un,,,,,0,0
15,AB8112,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 100,,,,Dépose du dévoiement existant y compris tous accessoires,Dépose du dévoiement existant y compris tous accessoires,,,,,,0,0
15,AB8112,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 100,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.25,27.5
15,AB8112,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 100,Pose,"Fourniture et pose d'un dévoiement PVC Ø100 compris jeu de coudes, encollage et raccordement à la descente","Fourniture et pose d'un dévoiement PVC Ø100 compris jeu de coudes, encollage et raccordement à la descente",,,un,,,,,0,0
15,AB8112,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 100,,,,"Fourniture et pose d'un dévoiement PVC Ø100 compris jeu de coudes, encollage et raccordement à la descente","Fourniture et pose d'un dévoiement PVC Ø100 compris jeu de coudes, encollage et raccordement à la descente",,,,,,0,0
15,AB8112,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 100,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.75,82.5
15,AB8112,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 100,,,,,,,35313,R87641,COUDE 45° MALE/FEM - TUYAU DESCENTE Ø100MM SABLE,u,2,24.72
15,AB8112,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 100,,,,,,,17718,R123627,SANIPLAS PA - BOITE DE COLLE PVC 1L 020403,u,0.05,0.7125
15,AB8112,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant PVC 100,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,Dépose,Dépose du dévoiement existant y compris tous accessoires,Dépose du dévoiement existant y compris tous accessoires,,,un,,,,,0,0
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,,,,Dépose du dévoiement existant y compris tous accessoires,Dépose du dévoiement existant y compris tous accessoires,,,,,,0,0
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.25,27.5
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,Pose,"Fourniture et pose d'un dévoiement zinc Ø80 compris jeu de coudes, soudure et raccordement à la descente","Fourniture et pose d'un dévoiement zinc Ø80 compris jeu de coudes, soudure et raccordement à la descente",,,un,,,,,0,0
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,,,,"Fourniture et pose d'un dévoiement zinc Ø80 compris jeu de coudes, soudure étain et raccordement à la descente","Fourniture et pose d'un dévoiement zinc Ø80 compris jeu de coudes, soudure étain et raccordement à la descente",,,,,,0,0
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.75,82.5
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,,,,,,,22290,R1624,"TUYAU ZINC NATUREL VM TRONCONIQUE SOUDE Ø 80 0,65MM 2ML",ml,1,7.91
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,,,,,,,25517,R34481,COUDE ZINC NATUREL VM A 72° P.TUYAU CYLINDRIQUE SOUDE  B.A B. Ø80MM,u,2,12.1
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
16,AB8113,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 80,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
17,AB8114,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 100,Dépose,Dépose du dévoiement existant y compris tous accessoires,Dépose du dévoiement existant y compris tous accessoires,,,un,,,,,0,0
17,AB8114,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 100,,,,Dépose du dévoiement existant y compris tous accessoires,Dépose du dévoiement existant y compris tous accessoires,,,,,,0,0
17,AB8114,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 100,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.25,27.5
17,AB8114,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 100,Pose,"Fourniture et pose d'un dévoiement zinc Ø100 compris jeu de coudes, soudure et raccordement à la descente","Fourniture et pose d'un dévoiement zinc Ø100 compris jeu de coudes, soudure et raccordement à la descente",,,un,,,,,0,0
17,AB8114,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 100,,,,"Fourniture et pose d'un dévoiement zinc Ø100 compris jeu de coudes, soudure étain et raccordement à la descente","Fourniture et pose d'un dévoiement zinc Ø100 compris jeu de coudes, soudure étain et raccordement à la descente",,,,,,0,0
17,AB8114,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 100,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.75,82.5
17,AB8114,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 100,,,,,,,24440,R28438,COUDE ZINC NATUREL VM A 72° P.TUYAU CYLINDRIQUE SOUDE  B.A B. Ø100MM,u,2,10.06
17,AB8114,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 100,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.1,0.325
17,AB8114,Maintenance,Réparation,Tous les toits,Remplacement d'un dévoiement existant Zinc 100,,,,,,,10888,R115153,*** CRAPAUDINE DROITE GALVA Ø80 A 100MM,u,1,7.16
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,Dépose,Dépose du pied de chute existant,Dépose du pied de chute existant,,,un,,,,,0,0
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,,,,Dépose du pied de chute existant,Dépose du pied de chute existant,,,,,,0,0
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.25,27.5
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,Pose,Fourniture et pose d'un dauphin PVC Ø80 y compris fixations et raccordements,Fourniture et pose d'un dauphin PVC Ø80 y compris fixations et raccordements,,,un,,,,,0,0
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,,,,Fourniture et pose d'un dauphin PVC Ø80 y compris double collier acier galvanisé à embase taraudée-fixations pattes à vis et cheville nylon 7/50 et raccordements sur descente EP. ,Fourniture et pose d'un dauphin PVC Ø80 y compris double collier acier galvanisé à embase taraudée-fixations pattes à vis et cheville nylon 7/50 et raccordements sur descente EP.,,,,,,0,0
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1,110
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,,,,,,,31494,R71241,DAUPHIN DROIT PVC POUR TUYAU DE DESCENTE Ø80MM 1M SABLE,u,1,27.82
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,,,,,,,27864,R49976,COLLIER BRIDE PVC Ø80 SABLE CORGTS,u,2,4.22
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,,,,,,,24694,R29763,*** CHEVILLE NYLONG 10-10/60 TH - BOITE DE 50,u,2,0.4
18,AB9115,Maintenance,Réparation,Tous les toits,Remplacement d'un pied de chute PVC 80,,,,,,,20134,R126199,PATTE A VIS BOIS M8 L70 - BOITE DE 100,u,2,1.24
19,AC17125,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en Zinc,Pose,Fourniture et pose d'un joint de dilatation EPDM en zinc sur élément en zinc compris soudure barrée étain aux jonctions après préparation du support à souder par brossage/grattage. ,Fourniture et pose d'un joint de dilatation EPDM en zinc sur élément en zinc compris soudure barrée étain aux jonctions après préparation du support à souder par brossage/grattage.,,,un,,,,,0,0
19,AC17125,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en Zinc,,,,Joint de dilatation EPDM en zinc VM type 39 sur gouttière 1/2 ronde 33 ou 25 compris soudure barrée étain aux jonctions après préparation du support à souder par brossage/grattage. ,Joint de dilatation EPDM en zinc VM type 39 sur gouttière 1/2 ronde 33 ou 25 compris soudure barrée étain aux jonctions après préparation du support à souder par brossage/grattage.,,,,,,0,0
19,AC17125,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en Zinc,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1,110
19,AC17125,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en Zinc,,,,,,,26575,R41798,COMPENSATEUR DE DILATATION ZINC 390X3000MM ,u,0.3,13.5
19,AC17125,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en Zinc,,,,,,,32248,R74026,SOUDURE ETAIN TARGETTE 33,forfa,0.2,0.65
20,AC18126,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en PVC,Pose,"Fourniture et pose d'un joint de dilatation PVC compris découpes, ajustements et collage de l'ensemble. ","Fourniture et pose d'un joint de dilatation PVC compris découpes, ajustements et collage de l'ensemble.",,,un,,,,,0,0
20,AC18126,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en PVC,,,,"Fourniture et pose d'un joint de dilatation PVC sur gouttière 1/2 r de 33 ou 25 compris découpes, ajustements et collage de l'ensemble. Jonction de dilatation 25 dans base Matériaux","Fourniture et pose d'un joint de dilatation PVC sur gouttière 1/2 r de 33 ou 25 compris découpes, ajustements et collage de l'ensemble. Jonction de dilatation 25 dans base Matériaux",,,,,,0,0
20,AC18126,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en PVC,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,0.5,55
20,AC18126,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en PVC,,,,,,,33365,R77873,JONCTION DE DILATATION PVC POUR GOUTTIERE DE 33 SABLE JND33S,u,2,14.66
20,AC18126,Maintenance,Réparation,Tous les toits,Reprise du joint de dilatation en PVC,,,,,,,17718,R123627,SANIPLAS PA - BOITE DE COLLE PVC 1L 020403,u,0.1,1.425
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,Pose,Réalisation de pontages sur ouvrages métalliques en résine bicouche avec voile de renfort compris préparation du support et toutes sujétions. ,Réalisation de pontages sur ouvrages métalliques en résine bicouche avec voile de renfort compris préparation du support et toutes sujétions.,,,un,,,,,0,0
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,"Réalisation de pontages sur ouvrages métallique en résine bicouche comprenant décapage du support par TRIFLEX NETTOYANT 0,20l/m2, mise en place résine TRIFLEX PRODETAIL 3kg/m2 bicouche avec interposition d'un voile de renfort TRIFLEX et couche d'accroche par METALPRIMAIR 0,40kg/m²","Réalisation de pontages sur ouvrages métallique en résine bicouche comprenant décapage du support par TRIFLEX NETTOYANT 0,20l/m2, mise en place résine TRIFLEX PRODETAIL 3kg/m2 bicouche avec interposition d'un voile de renfort TRIFLEX et couche d'accroche par METALPRIMAIR 0,40kg/m²",,,,,,0,0
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,811,R10010101,main d'œuvre ouvrier chantier ,h,1,110
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,14248,R119828,GANTS DE TRAVAIL AVEC PAUME EN NITRILE NOIR/GRIS (PROTECTION NIV 3) TAILLE 10,u,1,4.33
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,24284,R27472,CHIFFONS                     1KG,forfa,1,0.25
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,275,28040-802,"Seau plastique gradué universel 2,5 kg",u,1,0.85
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,314,28090-003,Spatule bois (450 x 35 mm),u,1,0.85
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,288,28054-010,"Pattes de lapin, 10 cm large",u,1,0.75
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,295,28059-060,"Pinceau à radiateurs, 60 mm large",u,1,1.98
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,152,26040-001,"Triflex Scotch armé pour surface minérale, 50 mm",m,0.1,0.67
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,256,26090-009-1,Triflex nettoyant  9 l,l,0.2,0.842
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,121,22900-730-150-2,Triflex ProDetail été gris pierre,kg,3,30.06
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,162,26051-026,"Triflex Voile de renfort 26,25 cm large",m,3,3.66
21,AC19124,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité en Résine sur support Métallique,,,,,,,260,26200-025,Triflex Metal Primaire,l,0.4,15.136
22,AC19127,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité  en Résine sur support Poreux,Pose,"Réalisation de pontages sur support poreux en résine bicouche avec voile de renfort, compris préparation du support et toutes sujétions. ","Réalisation de pontages sur support poreux en résine bicouche avec voile de renfort, compris préparation du support et toutes sujétions.",,,un,,,,,0,0
22,AC19127,Maintenance,Réparation,Tous les toits,Réalisation de pontages/ raccords d'étanchéité  en Résine sur support Poreux,,,,"Réalisation de pontages support Poreux (type fibres-ciment) en résine bicouche comprenant décapage du support par TRIFLEX NETTOYANT 0,20l/m2, couche d'accroche par CRYLPRIMAIR 276 0,40kg/m² avec catalyseur (été ou hiver suivant saison température) (Résine TRIFLEX Catalyseur (été) consommation 100g/2,50kg de Cryl primaire 276 sachet de 100g) mise en place résine TRIFLEX PRODETAIL 3kg/m2 bicouche avec interposition d'un voile de renfort TRIFLEX. ","Réalisation de pontages support Poreux (type fibres-ciment) en résine bicouche comprenant décapage du support par TRIFLEX NETTOYANT 0,20l/m2, couche d'accroche par CRYLPRIMAIR 276 0,40kg/m² avec catalyseur (été ou hiver suivant saison température) (Résine TRIFLEX Catalyseur (été) consommation 100g/2,50kg de Cryl primaire 276 sachet de 100g) mise en place résine TRIFLEX PRODETAIL 3kg/m2 bicouche avec interposition d'un voile de renfort TRIFLEX.",,,,,,0,0
